semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
823789	-0.5	8	800	5	8800000
202757	-0.5	8	800	5	10920000
747427	-0.5	8	800	5	8050000
706313	-0.5	8	800	5	9530000
373193	-0.5	8	800	5	8500000
337903	-0.5	8	800	5	6070000
643703	-0.5	8	800	5	9250000
966613	-0.5	8	800	5	8240000
522317	-0.5	8	800	5	7440000
896717	-0.5	8	800	5	8890000
322397	-0.5	8	800	5	8070000
937589	-0.5	8	800	5	9930000
462239	-0.5	8	800	5	9180000
861599	-0.5	8	800	5	8650000
449671	-0.5	8	800	5	9070000
241303	-0.5	8	800	5	8480000
933403	-0.5	8	800	5	7570000
647201	-0.5	8	800	5	8340000
338213	-0.5	8	800	5	9140000
872393	-0.5	8	800	5	10870000
823789	-0.5	8	800	5	8800000
202757	-0.5	8	800	5	10920000
747427	-0.5	8	800	5	8050000
706313	-0.5	8	800	5	9530000
373193	-0.5	8	800	5	8500000
337903	-0.5	8	800	5	6070000
643703	-0.5	8	800	5	9250000
966613	-0.5	8	800	5	8240000
522317	-0.5	8	800	5	7440000
896717	-0.5	8	800	5	8890000
322397	-0.5	8	800	5	8070000
937589	-0.5	8	800	5	9930000
462239	-0.5	8	800	5	9180000
861599	-0.5	8	800	5	8650000
449671	-0.5	8	800	5	9070000
241303	-0.5	8	800	5	8480000
933403	-0.5	8	800	5	7570000
647201	-0.5	8	800	5	8340000
338213	-0.5	8	800	5	9140000
872393	-0.5	8	800	5	10870000
823789	-0.5	8	800	5	8800000
202757	-0.5	8	800	5	10920000
747427	-0.5	8	800	5	8050000
706313	-0.5	8	800	5	9530000
373193	-0.5	8	800	5	8500000
337903	-0.5	8	800	5	6070000
643703	-0.5	8	800	5	9250000
966613	-0.5	8	800	5	8240000
522317	-0.5	8	800	5	7440000
896717	-0.5	8	800	5	8890000
322397	-0.5	8	800	5	8070000
937589	-0.5	8	800	5	9930000
462239	-0.5	8	800	5	9180000
861599	-0.5	8	800	5	8650000
449671	-0.5	8	800	5	9070000
241303	-0.5	8	800	5	8480000
933403	-0.5	8	800	5	7570000
647201	-0.5	8	800	5	8340000
338213	-0.5	8	800	5	9140000
872393	-0.5	8	800	5	10870000
823789	-0.5	8	800	5	8800000
202757	-0.5	8	800	5	10920000
747427	-0.5	8	800	5	8050000
706313	-0.5	8	800	5	9530000
373193	-0.5	8	800	5	8500000
337903	-0.5	8	800	5	6070000
643703	-0.5	8	800	5	9250000
966613	-0.5	8	800	5	8240000
522317	-0.5	8	800	5	7440000
896717	-0.5	8	800	5	8890000
322397	-0.5	8	800	5	8070000
937589	-0.5	8	600	5	9930000
462239	-0.5	8	600	5	9180000
861599	-0.5	8	600	5	7540000
449671	-0.5	8	600	5	8740000
241303	-0.5	8	600	5	8480000
933403	-0.5	8	600	5	7570000
647201	-0.5	8	600	5	8270000
338213	-0.5	8	600	5	9480000
872393	-0.5	8	600	5	10870000
823789	-0.5	8	600	5	8800000
202757	-0.5	8	600	5	9890000
747427	-0.5	8	600	5	7940000
706313	-0.5	8	600	5	10470000
373193	-0.5	8	600	5	8500000
337903	-0.5	8	600	5	6840000
643703	-0.5	8	600	5	8570000
966613	-0.5	8	600	5	8360000
522317	-0.5	8	600	5	7440000
896717	-0.5	8	600	5	8780000
322397	-0.5	8	600	5	8070000
937589	-0.5	8	600	5	9930000
462239	-0.5	8	600	5	9180000
861599	-0.5	8	600	5	7540000
449671	-0.5	8	600	5	8740000
241303	-0.5	8	600	5	8480000
933403	-0.5	8	600	5	7570000
647201	-0.5	8	600	5	8270000
338213	-0.5	8	600	5	9480000
872393	-0.5	8	600	5	10870000
823789	-0.5	8	600	5	8800000
202757	-0.5	8	600	5	9890000
747427	-0.5	8	600	5	7940000
706313	-0.5	8	600	5	10470000
373193	-0.5	8	600	5	8500000
337903	-0.5	8	600	5	6840000
643703	-0.5	8	600	5	8570000
966613	-0.5	8	600	5	8360000
522317	-0.5	8	600	5	7440000
896717	-0.5	8	600	5	8780000
322397	-0.5	8	600	5	8070000
937589	-0.5	8	600	5	9930000
462239	-0.5	8	600	5	9180000
861599	-0.5	8	600	5	7540000
449671	-0.5	8	600	5	8740000
241303	-0.5	8	600	5	8480000
933403	-0.5	8	600	5	7570000
647201	-0.5	8	600	5	8270000
338213	-0.5	8	600	5	9480000
872393	-0.5	8	600	5	10870000
823789	-0.5	8	600	5	8800000
202757	-0.5	8	600	5	9890000
747427	-0.5	8	600	5	7940000
706313	-0.5	8	600	5	10470000
373193	-0.5	8	600	5	8500000
337903	-0.5	8	600	5	6840000
643703	-0.5	8	600	5	8570000
966613	-0.5	8	600	5	8360000
522317	-0.5	8	600	5	7440000
896717	-0.5	8	600	5	8780000
322397	-0.5	8	600	5	8070000
937589	-0.5	8	600	5	9930000
462239	-0.5	8	600	5	9180000
861599	-0.5	8	600	5	7540000
449671	-0.5	8	600	5	8740000
241303	-0.5	8	600	5	8480000
933403	-0.5	8	600	5	7570000
647201	-0.5	8	600	5	8270000
338213	-0.5	8	600	5	9480000
872393	-0.5	8	600	5	10870000
823789	-0.5	8	600	5	8800000
202757	-0.5	8	600	5	9890000
747427	-0.5	8	600	5	7940000
706313	-0.5	8	600	5	10470000
373193	-0.5	8	600	5	8500000
337903	-0.5	8	600	5	6840000
643703	-0.5	8	600	5	8570000
966613	-0.5	8	600	5	8360000
522317	-0.5	8	600	5	7440000
896717	-0.5	8	600	5	8780000
322397	-0.5	8	600	5	8070000
937589	-0.5	8	400	5	9730000
462239	-0.5	8	400	5	9850000
861599	-0.5	8	400	5	8210000
449671	-0.5	8	400	5	6430000
241303	-0.5	8	400	5	8160000
933403	-0.5	8	400	5	7570000
647201	-0.5	8	400	5	8250000
338213	-0.5	8	400	5	9730000
872393	-0.5	8	400	5	10870000
823789	-0.5	8	400	5	8740000
202757	-0.5	8	400	5	9330000
747427	-0.5	8	400	5	7700000
706313	-0.5	8	400	5	9910000
373193	-0.5	8	400	5	7670000
337903	-0.5	8	400	5	8620000
643703	-0.5	8	400	5	8570000
966613	-0.5	8	400	5	9580000
522317	-0.5	8	400	5	5380000
896717	-0.5	8	400	5	7820000
322397	-0.5	8	400	5	7400000
937589	-0.5	8	400	5	9730000
462239	-0.5	8	400	5	9850000
861599	-0.5	8	400	5	8210000
449671	-0.5	8	400	5	6430000
241303	-0.5	8	400	5	8160000
933403	-0.5	8	400	5	7570000
647201	-0.5	8	400	5	8250000
338213	-0.5	8	400	5	9730000
872393	-0.5	8	400	5	10870000
823789	-0.5	8	400	5	8740000
202757	-0.5	8	400	5	9330000
747427	-0.5	8	400	5	7700000
706313	-0.5	8	400	5	9910000
373193	-0.5	8	400	5	7670000
337903	-0.5	8	400	5	8620000
643703	-0.5	8	400	5	8570000
966613	-0.5	8	400	5	9580000
522317	-0.5	8	400	5	5380000
896717	-0.5	8	400	5	7820000
322397	-0.5	8	400	5	7400000
937589	-0.5	8	400	5	9730000
462239	-0.5	8	400	5	9850000
861599	-0.5	8	400	5	8210000
449671	-0.5	8	400	5	6430000
241303	-0.5	8	400	5	8160000
933403	-0.5	8	400	5	7570000
647201	-0.5	8	400	5	8250000
338213	-0.5	8	400	5	9730000
872393	-0.5	8	400	5	10870000
823789	-0.5	8	400	5	8740000
202757	-0.5	8	400	5	9330000
747427	-0.5	8	400	5	7700000
706313	-0.5	8	400	5	9910000
373193	-0.5	8	400	5	7670000
337903	-0.5	8	400	5	8620000
643703	-0.5	8	400	5	8570000
966613	-0.5	8	400	5	9580000
522317	-0.5	8	400	5	5380000
896717	-0.5	8	400	5	7820000
322397	-0.5	8	400	5	7400000
937589	-0.5	8	400	5	9730000
462239	-0.5	8	400	5	9850000
861599	-0.5	8	400	5	8210000
449671	-0.5	8	400	5	6430000
241303	-0.5	8	400	5	8160000
933403	-0.5	8	400	5	7570000
647201	-0.5	8	400	5	8250000
338213	-0.5	8	400	5	9730000
872393	-0.5	8	400	5	10870000
823789	-0.5	8	400	5	8740000
202757	-0.5	8	400	5	9330000
747427	-0.5	8	400	5	7700000
706313	-0.5	8	400	5	9910000
373193	-0.5	8	400	5	7670000
337903	-0.5	8	400	5	8620000
643703	-0.5	8	400	5	8570000
966613	-0.5	8	400	5	9580000
522317	-0.5	8	400	5	5380000
896717	-0.5	8	400	5	7820000
322397	-0.5	8	400	5	7400000
937589	-0.5	8	200	5	9010000
462239	-0.5	8	200	5	9400000
861599	-0.5	8	200	5	8800000
449671	-0.5	8	200	5	6430000
241303	-0.5	8	200	5	7410000
933403	-0.5	8	200	5	5810000
647201	-0.5	8	200	5	7090000
338213	-0.5	8	200	5	10810000
872393	-0.5	8	200	5	10540000
823789	-0.5	8	200	5	8970000
202757	-0.5	8	200	5	9360000
747427	-0.5	8	200	5	6860000
706313	-0.5	8	200	5	9920000
373193	-0.5	8	200	5	7880000
337903	-0.5	8	200	5	8520000
643703	-0.5	8	200	5	7580000
966613	-0.5	8	200	5	8840000
522317	-0.5	8	200	5	4460000
896717	-0.5	8	200	5	7860000
322397	-0.5	8	200	5	7900000
937589	-0.5	8	200	5	9010000
462239	-0.5	8	200	5	9400000
861599	-0.5	8	200	5	8800000
449671	-0.5	8	200	5	6430000
241303	-0.5	8	200	5	7410000
933403	-0.5	8	200	5	5810000
647201	-0.5	8	200	5	7090000
338213	-0.5	8	200	5	10810000
872393	-0.5	8	200	5	10540000
823789	-0.5	8	200	5	8970000
202757	-0.5	8	200	5	9360000
747427	-0.5	8	200	5	6860000
706313	-0.5	8	200	5	9920000
373193	-0.5	8	200	5	7880000
337903	-0.5	8	200	5	8520000
643703	-0.5	8	200	5	7580000
966613	-0.5	8	200	5	8840000
522317	-0.5	8	200	5	4460000
896717	-0.5	8	200	5	7860000
322397	-0.5	8	200	5	7900000
937589	-0.5	8	200	5	9010000
462239	-0.5	8	200	5	9400000
861599	-0.5	8	200	5	8800000
449671	-0.5	8	200	5	6430000
241303	-0.5	8	200	5	7410000
933403	-0.5	8	200	5	5810000
647201	-0.5	8	200	5	7090000
338213	-0.5	8	200	5	10810000
872393	-0.5	8	200	5	10540000
823789	-0.5	8	200	5	8970000
202757	-0.5	8	200	5	9360000
747427	-0.5	8	200	5	6860000
706313	-0.5	8	200	5	9920000
373193	-0.5	8	200	5	7880000
337903	-0.5	8	200	5	8520000
643703	-0.5	8	200	5	7580000
966613	-0.5	8	200	5	8840000
522317	-0.5	8	200	5	4460000
896717	-0.5	8	200	5	7860000
322397	-0.5	8	200	5	7900000
937589	-0.5	8	200	5	9010000
462239	-0.5	8	200	5	9400000
861599	-0.5	8	200	5	8800000
449671	-0.5	8	200	5	6430000
241303	-0.5	8	200	5	7410000
933403	-0.5	8	200	5	5810000
647201	-0.5	8	200	5	7090000
338213	-0.5	8	200	5	10810000
872393	-0.5	8	200	5	10540000
823789	-0.5	8	200	5	8970000
202757	-0.5	8	200	5	9360000
747427	-0.5	8	200	5	6860000
706313	-0.5	8	200	5	9920000
373193	-0.5	8	200	5	7880000
337903	-0.5	8	200	5	8520000
643703	-0.5	8	200	5	7580000
966613	-0.5	8	200	5	8840000
522317	-0.5	8	200	5	4460000
896717	-0.5	8	200	5	7860000
322397	-0.5	8	200	5	7900000
937589	-0.5	8	100	5	6120000
462239	-0.5	8	100	5	9400000
861599	-0.5	8	100	5	8550000
449671	-0.5	8	100	5	6500000
241303	-0.5	8	100	5	7190000
933403	-0.5	8	100	5	5690000
647201	-0.5	8	100	5	7090000
338213	-0.5	8	100	5	10610000
872393	-0.5	8	100	5	10420000
823789	-0.5	8	100	5	8880000
202757	-0.5	8	100	5	8370000
747427	-0.5	8	100	5	6830000
706313	-0.5	8	100	5	9820000
373193	-0.5	8	100	5	7510000
337903	-0.5	8	100	5	8670000
643703	-0.5	8	100	5	8430000
966613	-0.5	8	100	5	9190000
522317	-0.5	8	100	5	3730000
896717	-0.5	8	100	5	6830000
322397	-0.5	8	100	5	7880000
937589	-0.5	8	100	5	6120000
462239	-0.5	8	100	5	9400000
861599	-0.5	8	100	5	8550000
449671	-0.5	8	100	5	6500000
241303	-0.5	8	100	5	7190000
933403	-0.5	8	100	5	5690000
647201	-0.5	8	100	5	7090000
338213	-0.5	8	100	5	10610000
872393	-0.5	8	100	5	10420000
823789	-0.5	8	100	5	8880000
202757	-0.5	8	100	5	8370000
747427	-0.5	8	100	5	6830000
706313	-0.5	8	100	5	9820000
373193	-0.5	8	100	5	7510000
337903	-0.5	8	100	5	8670000
643703	-0.5	8	100	5	8430000
966613	-0.5	8	100	5	9190000
522317	-0.5	8	100	5	3730000
896717	-0.5	8	100	5	6830000
322397	-0.5	8	100	5	7880000
937589	-0.5	8	100	5	6120000
462239	-0.5	8	100	5	9400000
861599	-0.5	8	100	5	8550000
449671	-0.5	8	100	5	6500000
241303	-0.5	8	100	5	7190000
933403	-0.5	8	100	5	5690000
647201	-0.5	8	100	5	7090000
338213	-0.5	8	100	5	10610000
872393	-0.5	8	100	5	10420000
823789	-0.5	8	100	5	8880000
202757	-0.5	8	100	5	8370000
747427	-0.5	8	100	5	6830000
706313	-0.5	8	100	5	9820000
373193	-0.5	8	100	5	7510000
337903	-0.5	8	100	5	8670000
643703	-0.5	8	100	5	8430000
966613	-0.5	8	100	5	9190000
522317	-0.5	8	100	5	3730000
896717	-0.5	8	100	5	6830000
322397	-0.5	8	100	5	7880000
937589	-0.5	8	100	5	6120000
462239	-0.5	8	100	5	9400000
861599	-0.5	8	100	5	8550000
449671	-0.5	8	100	5	6500000
241303	-0.5	8	100	5	7190000
933403	-0.5	8	100	5	5690000
647201	-0.5	8	100	5	7090000
338213	-0.5	8	100	5	10610000
872393	-0.5	8	100	5	10420000
823789	-0.5	8	100	5	8880000
202757	-0.5	8	100	5	8370000
747427	-0.5	8	100	5	6830000
706313	-0.5	8	100	5	9820000
373193	-0.5	8	100	5	7510000
337903	-0.5	8	100	5	8670000
643703	-0.5	8	100	5	8430000
966613	-0.5	8	100	5	9190000
522317	-0.5	8	100	5	3730000
896717	-0.5	8	100	5	6830000
322397	-0.5	8	100	5	7880000
937589	-0.5	8	50	5	6280000
462239	-0.5	8	50	5	9440000
861599	-0.5	8	50	5	8540000
449671	-0.5	8	50	5	6710000
241303	-0.5	8	50	5	6940000
933403	-0.5	8	50	5	5530000
647201	-0.5	8	50	5	6480000
338213	-0.5	8	50	5	10510000
872393	-0.5	8	50	5	9960000
823789	-0.5	8	50	5	8520000
202757	-0.5	8	50	5	8570000
747427	-0.5	8	50	5	7e+06
706313	-0.5	8	50	5	9410000
373193	-0.5	8	50	5	6860000
337903	-0.5	8	50	5	8680000
643703	-0.5	8	50	5	8380000
966613	-0.5	8	50	5	7190000
522317	-0.5	8	50	5	3700000
896717	-0.5	8	50	5	6830000
322397	-0.5	8	50	5	6060000
937589	-0.5	8	50	5	6280000
462239	-0.5	8	50	5	9440000
861599	-0.5	8	50	5	8540000
449671	-0.5	8	50	5	6710000
241303	-0.5	8	50	5	6940000
933403	-0.5	8	50	5	5530000
647201	-0.5	8	50	5	6480000
338213	-0.5	8	50	5	10510000
872393	-0.5	8	50	5	9960000
823789	-0.5	8	50	5	8520000
202757	-0.5	8	50	5	8570000
747427	-0.5	8	50	5	7e+06
706313	-0.5	8	50	5	9410000
373193	-0.5	8	50	5	6860000
337903	-0.5	8	50	5	8680000
643703	-0.5	8	50	5	8380000
966613	-0.5	8	50	5	7190000
522317	-0.5	8	50	5	3700000
896717	-0.5	8	50	5	6830000
322397	-0.5	8	50	5	6060000
937589	-0.5	8	50	5	6280000
462239	-0.5	8	50	5	9440000
861599	-0.5	8	50	5	8540000
449671	-0.5	8	50	5	6710000
241303	-0.5	8	50	5	6940000
933403	-0.5	8	50	5	5530000
647201	-0.5	8	50	5	6480000
338213	-0.5	8	50	5	10510000
872393	-0.5	8	50	5	9960000
823789	-0.5	8	50	5	8520000
202757	-0.5	8	50	5	8570000
747427	-0.5	8	50	5	7e+06
706313	-0.5	8	50	5	9410000
373193	-0.5	8	50	5	6860000
337903	-0.5	8	50	5	8680000
643703	-0.5	8	50	5	8380000
966613	-0.5	8	50	5	7190000
522317	-0.5	8	50	5	3700000
896717	-0.5	8	50	5	6830000
322397	-0.5	8	50	5	6060000
937589	-0.5	8	50	5	6280000
462239	-0.5	8	50	5	9440000
861599	-0.5	8	50	5	8540000
449671	-0.5	8	50	5	6710000
241303	-0.5	8	50	5	6940000
933403	-0.5	8	50	5	5530000
647201	-0.5	8	50	5	6480000
338213	-0.5	8	50	5	10510000
872393	-0.5	8	50	5	9960000
823789	-0.5	8	50	5	8520000
202757	-0.5	8	50	5	8570000
747427	-0.5	8	50	5	7e+06
706313	-0.5	8	50	5	9410000
373193	-0.5	8	50	5	6860000
337903	-0.5	8	50	5	8680000
643703	-0.5	8	50	5	8380000
966613	-0.5	8	50	5	7190000
522317	-0.5	8	50	5	3700000
896717	-0.5	8	50	5	6830000
322397	-0.5	8	50	5	6060000
937589	-0.5	8	20	5	5590000
462239	-0.5	8	20	5	8900000
861599	-0.5	8	20	5	5870000
449671	-0.5	8	20	5	5480000
241303	-0.5	8	20	5	5810000
933403	-0.5	8	20	5	4450000
647201	-0.5	8	20	5	5170000
338213	-0.5	8	20	5	7030000
872393	-0.5	8	20	5	9400000
823789	-0.5	8	20	5	6320000
202757	-0.5	8	20	5	6670000
747427	-0.5	8	20	5	6170000
706313	-0.5	8	20	5	8720000
373193	-0.5	8	20	5	6700000
337903	-0.5	8	20	5	8110000
643703	-0.5	8	20	5	8070000
966613	-0.5	8	20	5	5920000
522317	-0.5	8	20	5	3840000
896717	-0.5	8	20	5	6850000
322397	-0.5	8	20	5	6210000
937589	-0.5	8	20	5	5590000
462239	-0.5	8	20	5	8900000
861599	-0.5	8	20	5	5870000
449671	-0.5	8	20	5	5480000
241303	-0.5	8	20	5	5810000
933403	-0.5	8	20	5	4450000
647201	-0.5	8	20	5	5170000
338213	-0.5	8	20	5	7030000
872393	-0.5	8	20	5	9400000
823789	-0.5	8	20	5	6320000
202757	-0.5	8	20	5	6670000
747427	-0.5	8	20	5	6170000
706313	-0.5	8	20	5	8720000
373193	-0.5	8	20	5	6700000
337903	-0.5	8	20	5	8110000
643703	-0.5	8	20	5	8070000
966613	-0.5	8	20	5	5920000
522317	-0.5	8	20	5	3840000
896717	-0.5	8	20	5	6850000
322397	-0.5	8	20	5	6210000
937589	-0.5	8	20	5	5590000
462239	-0.5	8	20	5	8900000
861599	-0.5	8	20	5	5870000
449671	-0.5	8	20	5	5480000
241303	-0.5	8	20	5	5810000
933403	-0.5	8	20	5	4450000
647201	-0.5	8	20	5	5170000
338213	-0.5	8	20	5	7030000
872393	-0.5	8	20	5	9400000
823789	-0.5	8	20	5	6320000
202757	-0.5	8	20	5	6670000
747427	-0.5	8	20	5	6170000
706313	-0.5	8	20	5	8720000
373193	-0.5	8	20	5	6700000
337903	-0.5	8	20	5	8110000
643703	-0.5	8	20	5	8070000
966613	-0.5	8	20	5	5920000
522317	-0.5	8	20	5	3840000
896717	-0.5	8	20	5	6850000
322397	-0.5	8	20	5	6210000
937589	-0.5	8	20	5	5590000
462239	-0.5	8	20	5	8900000
861599	-0.5	8	20	5	5870000
449671	-0.5	8	20	5	5480000
241303	-0.5	8	20	5	5810000
933403	-0.5	8	20	5	4450000
647201	-0.5	8	20	5	5170000
338213	-0.5	8	20	5	7030000
872393	-0.5	8	20	5	9400000
823789	-0.5	8	20	5	6320000
202757	-0.5	8	20	5	6670000
747427	-0.5	8	20	5	6170000
706313	-0.5	8	20	5	8720000
373193	-0.5	8	20	5	6700000
337903	-0.5	8	20	5	8110000
643703	-0.5	8	20	5	8070000
966613	-0.5	8	20	5	5920000
522317	-0.5	8	20	5	3840000
896717	-0.5	8	20	5	6850000
322397	-0.5	8	20	5	6210000
937589	-0.5	8	10	5	5120000
462239	-0.5	8	10	5	8680000
861599	-0.5	8	10	5	5640000
449671	-0.5	8	10	5	5200000
241303	-0.5	8	10	5	5160000
933403	-0.5	8	10	5	4240000
647201	-0.5	8	10	5	4220000
338213	-0.5	8	10	5	7120000
872393	-0.5	8	10	5	8830000
823789	-0.5	8	10	5	5370000
202757	-0.5	8	10	5	6480000
747427	-0.5	8	10	5	5460000
706313	-0.5	8	10	5	8950000
373193	-0.5	8	10	5	6870000
337903	-0.5	8	10	5	6820000
643703	-0.5	8	10	5	8300000
966613	-0.5	8	10	5	5660000
522317	-0.5	8	10	5	3600000
896717	-0.5	8	10	5	6380000
322397	-0.5	8	10	5	5700000
937589	-0.5	8	10	5	5120000
462239	-0.5	8	10	5	8680000
861599	-0.5	8	10	5	5640000
449671	-0.5	8	10	5	5200000
241303	-0.5	8	10	5	5160000
933403	-0.5	8	10	5	4240000
647201	-0.5	8	10	5	4220000
338213	-0.5	8	10	5	7120000
872393	-0.5	8	10	5	8830000
823789	-0.5	8	10	5	5370000
202757	-0.5	8	10	5	6480000
747427	-0.5	8	10	5	5460000
706313	-0.5	8	10	5	8950000
373193	-0.5	8	10	5	6870000
337903	-0.5	8	10	5	6820000
643703	-0.5	8	10	5	8300000
966613	-0.5	8	10	5	5660000
522317	-0.5	8	10	5	3600000
896717	-0.5	8	10	5	6380000
322397	-0.5	8	10	5	5700000
937589	-0.5	8	10	5	5120000
462239	-0.5	8	10	5	8680000
861599	-0.5	8	10	5	5640000
449671	-0.5	8	10	5	5200000
241303	-0.5	8	10	5	5160000
933403	-0.5	8	10	5	4240000
647201	-0.5	8	10	5	4220000
338213	-0.5	8	10	5	7120000
872393	-0.5	8	10	5	8830000
823789	-0.5	8	10	5	5370000
202757	-0.5	8	10	5	6480000
747427	-0.5	8	10	5	5460000
706313	-0.5	8	10	5	8950000
373193	-0.5	8	10	5	6870000
337903	-0.5	8	10	5	6820000
643703	-0.5	8	10	5	8300000
966613	-0.5	8	10	5	5660000
522317	-0.5	8	10	5	3600000
896717	-0.5	8	10	5	6380000
322397	-0.5	8	10	5	5700000
937589	-0.5	8	10	5	5120000
462239	-0.5	8	10	5	8680000
861599	-0.5	8	10	5	5640000
449671	-0.5	8	10	5	5200000
241303	-0.5	8	10	5	5160000
933403	-0.5	8	10	5	4240000
647201	-0.5	8	10	5	4220000
338213	-0.5	8	10	5	7120000
872393	-0.5	8	10	5	8830000
823789	-0.5	8	10	5	5370000
202757	-0.5	8	10	5	6480000
747427	-0.5	8	10	5	5460000
706313	-0.5	8	10	5	8950000
373193	-0.5	8	10	5	6870000
337903	-0.5	8	10	5	6820000
643703	-0.5	8	10	5	8300000
966613	-0.5	8	10	5	5660000
522317	-0.5	8	10	5	3600000
896717	-0.5	8	10	5	6380000
322397	-0.5	8	10	5	5700000
937589	-0.5	10	1000	5	9630000
462239	-0.5	10	1000	5	10620000
861599	-0.5	10	1000	5	8550000
449671	-0.5	10	1000	5	6060000
241303	-0.5	10	1000	5	4530000
933403	-0.5	10	1000	5	7540000
647201	-0.5	10	1000	5	8310000
338213	-0.5	10	1000	5	8920000
872393	-0.5	10	1000	5	10630000
823789	-0.5	10	1000	5	8850000
202757	-0.5	10	1000	5	10930000
747427	-0.5	10	1000	5	7300000
706313	-0.5	10	1000	5	9270000
373193	-0.5	10	1000	5	8320000
337903	-0.5	10	1000	5	5220000
643703	-0.5	10	1000	5	9200000
966613	-0.5	10	1000	5	6770000
522317	-0.5	10	1000	5	4280000
896717	-0.5	10	1000	5	9e+06
322397	-0.5	10	1000	5	8110000
937589	-0.5	10	1000	5	9630000
462239	-0.5	10	1000	5	10620000
861599	-0.5	10	1000	5	8550000
449671	-0.5	10	1000	5	6060000
241303	-0.5	10	1000	5	4530000
933403	-0.5	10	1000	5	7540000
647201	-0.5	10	1000	5	8310000
338213	-0.5	10	1000	5	8920000
872393	-0.5	10	1000	5	10630000
823789	-0.5	10	1000	5	8850000
202757	-0.5	10	1000	5	10930000
747427	-0.5	10	1000	5	7300000
706313	-0.5	10	1000	5	9270000
373193	-0.5	10	1000	5	8320000
337903	-0.5	10	1000	5	5220000
643703	-0.5	10	1000	5	9200000
966613	-0.5	10	1000	5	6770000
522317	-0.5	10	1000	5	4280000
896717	-0.5	10	1000	5	9e+06
322397	-0.5	10	1000	5	8110000
937589	-0.5	10	1000	5	9630000
462239	-0.5	10	1000	5	10620000
861599	-0.5	10	1000	5	8550000
449671	-0.5	10	1000	5	6060000
241303	-0.5	10	1000	5	4530000
933403	-0.5	10	1000	5	7540000
647201	-0.5	10	1000	5	8310000
338213	-0.5	10	1000	5	8920000
872393	-0.5	10	1000	5	10630000
823789	-0.5	10	1000	5	8850000
202757	-0.5	10	1000	5	10930000
747427	-0.5	10	1000	5	7300000
706313	-0.5	10	1000	5	9270000
373193	-0.5	10	1000	5	8320000
337903	-0.5	10	1000	5	5220000
643703	-0.5	10	1000	5	9200000
966613	-0.5	10	1000	5	6770000
522317	-0.5	10	1000	5	4280000
896717	-0.5	10	1000	5	9e+06
322397	-0.5	10	1000	5	8110000
937589	-0.5	10	1000	5	9630000
462239	-0.5	10	1000	5	10620000
861599	-0.5	10	1000	5	8550000
449671	-0.5	10	1000	5	6060000
241303	-0.5	10	1000	5	4530000
933403	-0.5	10	1000	5	7540000
647201	-0.5	10	1000	5	8310000
338213	-0.5	10	1000	5	8920000
872393	-0.5	10	1000	5	10630000
823789	-0.5	10	1000	5	8850000
202757	-0.5	10	1000	5	10930000
747427	-0.5	10	1000	5	7300000
706313	-0.5	10	1000	5	9270000
373193	-0.5	10	1000	5	8320000
337903	-0.5	10	1000	5	5220000
643703	-0.5	10	1000	5	9200000
966613	-0.5	10	1000	5	6770000
522317	-0.5	10	1000	5	4280000
896717	-0.5	10	1000	5	9e+06
322397	-0.5	10	1000	5	8110000
937589	-0.5	10	800	5	9800000
462239	-0.5	10	800	5	9150000
861599	-0.5	10	800	5	8510000
449671	-0.5	10	800	5	8150000
241303	-0.5	10	800	5	7930000
933403	-0.5	10	800	5	7540000
647201	-0.5	10	800	5	8240000
338213	-0.5	10	800	5	8870000
872393	-0.5	10	800	5	10560000
823789	-0.5	10	800	5	8750000
202757	-0.5	10	800	5	10800000
747427	-0.5	10	800	5	8030000
706313	-0.5	10	800	5	9090000
373193	-0.5	10	800	5	8240000
337903	-0.5	10	800	5	6060000
643703	-0.5	10	800	5	8810000
966613	-0.5	10	800	5	7670000
522317	-0.5	10	800	5	7110000
896717	-0.5	10	800	5	8870000
322397	-0.5	10	800	5	6780000
937589	-0.5	10	800	5	9800000
462239	-0.5	10	800	5	9150000
861599	-0.5	10	800	5	8510000
449671	-0.5	10	800	5	8150000
241303	-0.5	10	800	5	7930000
933403	-0.5	10	800	5	7540000
647201	-0.5	10	800	5	8240000
338213	-0.5	10	800	5	8870000
872393	-0.5	10	800	5	10560000
823789	-0.5	10	800	5	8750000
202757	-0.5	10	800	5	10800000
747427	-0.5	10	800	5	8030000
706313	-0.5	10	800	5	9090000
373193	-0.5	10	800	5	8240000
337903	-0.5	10	800	5	6060000
643703	-0.5	10	800	5	8810000
966613	-0.5	10	800	5	7670000
522317	-0.5	10	800	5	7110000
896717	-0.5	10	800	5	8870000
322397	-0.5	10	800	5	6780000
937589	-0.5	10	800	5	9800000
462239	-0.5	10	800	5	9150000
861599	-0.5	10	800	5	8510000
449671	-0.5	10	800	5	8150000
241303	-0.5	10	800	5	7930000
933403	-0.5	10	800	5	7540000
647201	-0.5	10	800	5	8240000
338213	-0.5	10	800	5	8870000
872393	-0.5	10	800	5	10560000
823789	-0.5	10	800	5	8750000
202757	-0.5	10	800	5	10800000
747427	-0.5	10	800	5	8030000
706313	-0.5	10	800	5	9090000
373193	-0.5	10	800	5	8240000
337903	-0.5	10	800	5	6060000
643703	-0.5	10	800	5	8810000
966613	-0.5	10	800	5	7670000
522317	-0.5	10	800	5	7110000
896717	-0.5	10	800	5	8870000
322397	-0.5	10	800	5	6780000
